date,hpi,country,mortgage_rate,gdp_growth,unemployment,permits,ecb_rate,hpi_growth,hpi_growth_yoy,mort_lag1,mort_lag2,mort_lag3,mort_lag4,post_qe,mort_change,mort_change_lag1,mort_x_post_qe
2007-03-31,88.3913,AT,4.49,1.3,5.233333,73.3,2.55,2.9277920747115216,4.070327382844607,4.173333333333333,3.8833333333333333,3.6799999999999997,3.5866666666666664,0,0.3166666666666673,0.2899999999999996,0.0
2007-06-30,90.1984,AT,4.6000000000000005,0.2,5.433333,71.2,2.7994505494505493,2.0444319746400375,5.321147623868394,4.49,4.173333333333333,3.8833333333333333,3.6799999999999997,0,0.11000000000000032,0.3166666666666673,0.0
2007-09-30,90.7484,AT,4.8,0.6,5.266667,78.0,3.0,0.6097669138255268,5.287192558877751,4.6000000000000005,4.49,4.173333333333333,3.8833333333333333,0,0.1999999999999993,0.11000000000000032,0.0
2007-12-31,89.3341,AT,5.09,1.4,4.833333,79.1,3.0,-1.5584847776930477,4.025641324219542,4.8,4.6000000000000005,4.49,4.173333333333333,0,0.29000000000000004,0.1999999999999993,0.0
2008-03-31,89.9627,AT,5.176666666666667,-1.0,4.533333,76.2,3.0,0.7036506776247675,1.7777767721483873,5.09,4.8,4.6000000000000005,4.49,0,0.08666666666666689,0.29000000000000004,0.0
2008-06-30,89.3341,AT,5.170000000000001,1.8,4.1,70.1,3.0,-0.6987340308816758,-0.9582209883989057,5.176666666666667,5.09,4.8,4.6000000000000005,0,-0.0066666666666659324,0.08666666666666689,0.0
2008-09-30,90.9841,AT,5.363333333333333,0.5,4.333333,62.7,3.2282608695652173,1.8469990742616682,0.2597290971521282,5.170000000000001,5.176666666666667,5.09,4.8,0,0.19333333333333247,-0.0066666666666659324,0.0
2008-12-31,92.2412,AT,5.486666666666667,-0.3,4.7,80.2,2.7934782608695654,1.3816699840961233,3.254188490173404,5.363333333333333,5.170000000000001,5.176666666666667,5.09,0,0.12333333333333396,0.19333333333333247,0.0
2009-03-31,94.0483,AT,4.546666666666667,-0.1,5.133333,76.2,1.1055555555555556,1.9591028737700578,4.541437729192199,5.486666666666667,5.363333333333333,5.170000000000001,5.176666666666667,0,-0.9400000000000004,0.12333333333333396,0.0
2009-06-30,94.4412,AT,3.7566666666666664,1.5,5.733333,79.2,0.2692307692307692,0.4177640637842428,5.7168539225223025,4.546666666666667,5.486666666666667,5.363333333333333,5.170000000000001,0,-0.7900000000000005,-0.9400000000000004,0.0
2009-09-30,93.8912,AT,3.3833333333333333,0.3,6.133333,73.6,0.25,-0.5823729474000672,3.1951736622113147,3.7566666666666664,4.546666666666667,5.486666666666667,5.363333333333333,0,-0.3733333333333331,-0.7900000000000005,0.0
2009-12-31,94.284,AT,3.09,0.2,5.766667,68.4,0.25,0.41835656589754855,2.214628604137836,3.3833333333333333,3.7566666666666664,4.546666666666667,5.486666666666667,0,-0.29333333333333345,-0.3733333333333331,0.0
2010-03-31,99.3125,AT,2.8699999999999997,-0.1,5.4,73.7,0.25,5.33335454584023,5.597336687638155,3.09,3.3833333333333333,3.7566666666666664,4.546666666666667,0,-0.2200000000000002,-0.29333333333333345,0.0
2010-06-30,99.7054,AT,2.67,0.7,5.333333,75.5,0.25,0.3956198867212102,5.574050308551781,2.8699999999999997,3.09,3.3833333333333333,3.7566666666666664,0,-0.19999999999999973,-0.2200000000000002,0.0
2010-09-30,99.7839,AT,2.6833333333333336,-0.3,5.166667,76.4,0.25,0.0787319443079415,6.276094032241586,2.67,2.8699999999999997,3.09,3.3833333333333333,0,0.013333333333333641,-0.19999999999999973,0.0
2010-12-31,101.1982,AT,2.66,0.2,4.866667,74.2,0.25,1.4173629212728578,7.333375758347116,2.6833333333333336,2.67,2.8699999999999997,3.09,0,-0.023333333333333428,0.013333333333333641,0.0
2011-03-31,103.8696,AT,2.646666666666667,1.7,5.133333,84.1,0.25,2.639770272593789,4.588646947765906,2.66,2.6833333333333336,2.67,2.8699999999999997,0,-0.013333333333333197,-0.023333333333333428,0.0
2011-06-30,101.0411,AT,2.8366666666666664,-0.1,4.8,77.5,0.46703296703296704,-2.7231259194220536,1.3396465988803063,2.646666666666667,2.66,2.6833333333333336,2.67,0,0.1899999999999995,-0.013333333333333197,0.0
2011-09-30,105.7553,AT,2.936666666666667,0.6,4.333333,90.0,0.717391304347826,4.665626165985937,5.984332141758353,2.8366666666666664,2.646666666666667,2.66,2.6833333333333336,0,0.10000000000000053,0.1899999999999995,0.0
2011-12-31,106.2267,AT,3.016666666666667,-0.9,5.233333,103.1,0.5570652173913043,0.44574598152526956,4.968961898531776,2.936666666666667,2.8366666666666664,2.646666666666667,2.66,0,0.08000000000000007,0.10000000000000053,0.0
2012-03-31,115.0265,AT,2.9333333333333336,1.2,4.866667,75.7,0.25,8.28398133425965,10.741256344493477,3.016666666666667,2.936666666666667,2.8366666666666664,2.646666666666667,0,-0.08333333333333348,0.08000000000000007,0.0
2012-06-30,116.7551,AT,2.763333333333333,1.0,5.2,78.2,0.25,1.5027841410457654,15.55208721995307,2.9333333333333336,3.016666666666667,2.936666666666667,2.8366666666666664,0,-0.17000000000000037,-0.08333333333333348,0.0
2012-09-30,118.3265,AT,2.66,0.6,5.5,75.0,0.02717391304347826,1.3458940979879985,11.887063816186982,2.763333333333333,2.9333333333333336,3.016666666666667,2.936666666666667,0,-0.10333333333333306,-0.17000000000000037,0.0
2012-12-31,118.405,AT,2.5100000000000002,0.8,5.4,87.2,0.0,0.06634185917779867,11.464443496785659,2.66,2.763333333333333,2.9333333333333336,3.016666666666667,0,-0.1499999999999999,-0.10333333333333306,0.0
2013-03-31,120.605,AT,2.436666666666667,-0.2,5.833333,94.3,0.0,1.8580296440184219,4.84975201366642,2.5100000000000002,2.66,2.763333333333333,2.9333333333333336,0,-0.07333333333333325,-0.1499999999999999,0.0
2013-06-30,122.5692,AT,2.376666666666667,0.6,5.433333,89.4,0.0,1.6286223622569374,4.97973964306484,2.436666666666667,2.5100000000000002,2.66,2.763333333333333,0,-0.06000000000000005,-0.07333333333333325,0.0
2013-09-30,123.9049,AT,2.41,0.5,5.7,93.9,0.0,1.0897517484000918,4.714413085826075,2.376666666666667,2.436666666666667,2.5100000000000002,2.66,0,0.033333333333333215,-0.06000000000000005,0.0
2013-12-31,123.2764,AT,2.3533333333333335,0.3,5.866667,85.2,0.0,-0.5072438620264408,4.114184367214224,2.41,2.376666666666667,2.436666666666667,2.5100000000000002,0,-0.05666666666666664,0.033333333333333215,0.0
2014-03-31,125.5549,AT,2.3666666666666667,-0.1,6.1,91.1,0.0,1.848285641047287,4.104224534637857,2.3533333333333335,2.41,2.376666666666667,2.436666666666667,0,0.013333333333333197,-0.05666666666666664,0.0
2014-06-30,128.462,AT,2.373333333333333,1.3,5.866667,93.2,-0.02197802197802198,2.315401469795275,4.807733100974798,2.3666666666666667,2.3533333333333335,2.41,2.376666666666667,0,0.0066666666666663765,0.013333333333333197,0.0
2014-09-30,126.8906,AT,2.2933333333333334,0.7,6.066667,93.6,-0.12282608695652175,-1.223241114103768,2.409670642565387,2.373333333333333,2.3666666666666667,2.3533333333333335,2.41,0,-0.07999999999999963,0.0066666666666663765,0.0
2014-12-31,126.262,AT,2.1300000000000003,0.4,6.1,105.1,-0.2,-0.49538736517914517,2.4218747465046153,2.2933333333333334,2.373333333333333,2.3666666666666667,2.3533333333333335,0,-0.1633333333333331,-0.07999999999999963,0.0
2015-03-31,130.0334,AT,2.0566666666666666,0.1,6.0,92.9,-0.2,2.986963615339522,3.5669655266341582,2.1300000000000003,2.2933333333333334,2.373333333333333,2.3666666666666667,1,-0.0733333333333337,-0.1633333333333331,2.0566666666666666
2015-06-30,130.3477,AT,2.0,0.9,6.266667,96.3,-0.19999999999999998,0.24170713062952043,1.467904905730899,2.0566666666666666,2.1300000000000003,2.2933333333333334,2.373333333333333,1,-0.05666666666666664,-0.0733333333333337,2.0
2015-09-30,131.9976,AT,2.0066666666666664,0.7,6.033333,103.4,-0.2,1.265768402511136,4.024726811915147,2.0,2.0566666666666666,2.1300000000000003,2.2933333333333334,1,0.0066666666666663765,-0.05666666666666664,2.0066666666666664
2015-12-31,135.8476,AT,1.9933333333333334,0.7,6.3,107.3,-0.225,2.9167196979339005,7.591832855490965,2.0066666666666664,2.0,2.0566666666666666,2.1300000000000003,1,-0.013333333333332975,0.0066666666666663765,1.9933333333333334
2016-03-31,140.5618,AT,1.9766666666666666,0.9,6.466667,117.9,-0.31758241758241756,3.4702122083864584,8.096689004517298,1.9933333333333334,2.0066666666666664,2.0,2.0566666666666666,1,-0.01666666666666683,-0.013333333333332975,1.9766666666666666
